8/18/2017, • Software Developer , • Graduate , •  Course: Hack Reactor , •  Campus: Los Angeles ,Verified via LinkedIn,[object Object],[object Object],You get 100% of what you put into this program. It's an extremely challenging program but if you're an individual who is willing to put 100% effort into learning and really trying to build the fundamentals of a software engineer like the curriculum is set up to do than you'll be in good shape. The curriculum is set up in such a way that the instructors will give you enough material then it's up to you and your partner to engineer your way out of a sprint. Hack Reactor's culture and mission is to develop self-driven autonomous engineers, so the teaching fellow's here will do a good job of giving you enough and steering you in a direction without giving you the answer. If you're used to a traditional educational setting, where the teacher spoon feeds you everything and tells you exactly what you need to do to get an A in a class, it will take some adjusting, but once you do adjust and truly value what hack reactor is trying to teach you'll be appreciative that you did, because it's one of the skills that's going to set you apart from engineers with computer science degrees on the job search. Along with the curriculum, the culture at Hack Reactor is very inviting and warm and just epitomizes productivity in a nutshell. It's very fun to be here and if I had a chance to do it over again, I absolutely would.
8/4/2017, • Software Engineer , • Graduate , •  Course: Hack Reactor , •  Campus: Austin ,Verified via LinkedIn,[object Object],[object Object],When I was in college, I knew I wanted to do software engineering, and I had a feeling that the best route for me involved dropping out and enrolling in an elite coding bootcamp. It was a tough decision, since I was doing Computer Science, had some good connections in Houston, and would be leaving my scholarship and financial aid on the table. Having scored an awesome job with good perks (flexible hours, can work from home), and a ,The curriculum at Hack Reactor is pretty good, given that technology moves pretty fast. I wouldn't say it's bleeding edge; it depicts what the job market is like, which is what's important. I was always impressed at the balance of algorithms and data structures, lecture vs practice time, pair programming, and creating your portfolio. ,If you want to learn to code, Hack Reactor is a solid choice. You will learn the fundamentals of full stack development; but more importantly, you will develop confidence in what you know, and what you don't know; which will ultimately be what gets you that job you want.
7/27/2017, • Front End Developer , • Graduate , •  Course: Hack Reactor Remote , •  Campus: Online ,Verified via GitHub,[object Object],[object Object],If you are looking to join a community of people that are working really hard to break into web development, look no further than Hack Reactor. By learning some of the popular JS frameworks while also learning solid principles of programming in general and full-stack development more specifically, the HR curriculum will accelerate your learning of the technical concepts as well as help you develop the mindsets and workflows necessary to enjoy modern web development as a career.,I completed the program remotely. As a former educator with an undergrad engineering degree and masters in secondary education, I was consistently impressed by the instructional choices made throughout the curriculum and by the efforts that went into building community in our cohort. Most of all, I won a great network of awesome people who are all working to break into web development (and having a lot of success in doing so). Their support has made all the difference in affirming this career decision and pursuing my interests in development. 
7/13/2017, • Graduate , •  Course: Hack Reactor , •  Campus: Austin ,Verified via LinkedIn,[object Object],[object Object],I had chosen Hack Reactor (Makersquare at the time I was introduced to it) after hearing about it through at least two of my friends in the Software Industry. I had originally considered getting a degree from a university and was working towards that at a community college. But when I heard about this program and it's amazing reputation in the industry, I decided to go this route. By the time I enrolled at HR, I had taken an Introduction to Programming course (coded in Python) at a community college to see if I like programming before committing. The knowledge I gained from the course helped me through the prep and the first week or two of the programming, after that it was an unfamiliar, challenging but exciting territory.,Hack Reactor is great for learning programming and about yourself as an individual. This intensive 12-week program is great for those that are able to pick up things after doing the hands-on learning for 2 days and then pivot to another concept afterward. Although this type of learning style may take some adjusting on your part, after this section (first six weeks) is over, you will have a pretty good idea about how you learn as a student and how much research/practice you as an individual needs in order to understand a concept or new technology. Moving into the second half of the program, you'll be put into teams of 3-5 to work on building apps. Here, you're able to work on teamwork skills such as communication, organization, accountability, and problem solving as a group. You'll learn how to balance each team member's style of work and personality as you're going through this process.,Overall, my experience at Hack Reactor was amazing and I would definitely recommend it for prospective students! 
6/30/2017, • Student , •  Course: Hack Reactor , •  Campus: Austin ,Verified via GitHub,[object Object],[object Object],If you want to start a career in web development, Hack Reactor is a great and easy way to do it. That doesn't mean the curriculum is easy, all I am saying is that once you get in, all you have to do is breathe, eat and dream code, and you will get ,When I started Hack Reactor, I had some academic programming experience with C++, but had spent the previous 2 years and change working at Burger King, Papa John's, etc. On top of that my English wasn't good since my native tongue is Spanish.,In Hack Reactor I learned about algorithms, JavaScript, lots of JavaScript frameworks (their materials are awesome, you learn technologies in two days or so with them), Databases (SQL and NoSQL), unit testing, integration testing, TDD, systems design, etc, and not only do you get all the required technical background, but you also get other skills like how to build your resume, write cover letters, conduct in an interview, negotiate salary, work in teams, communicate effectively, etc.,The decision is clear: if you go to college, you will spend much more money and for things like History, English, Calculus, Simulation, Combinatorics, and others that, although interesting, you don't really need as a web developer; if you want to teach yourself, aside from the fact that you wouldn't really know what to learn, since you have limited access to the industry trends, you will spend much more time, time during which you could be making a lot of money in a real job. If you go to a bootcamp, you need to choose Hack Reactor, since it is the best., , 
6/16/2017, • Graduate , •  Course: Hack Reactor , •  Campus: Los Angeles ,Verified via GitHub,[object Object],[object Object],My experience at Hack Reactor was fun, informative, hectic, engaging, depressing, rewarding, and a range of even more emotions. The 3 months 11 hour a day, 6 day a week immersive was everything I could've asked for and more. I wanted a program that would challenge me and it did that every step of the way. On top of that probably the best part of the experience was having a friendly and engaging community that was struggling at the same steps that I was., ,Probably the most rewarding part of the experience was bouncing ideas off other students. I not only learned through my own progression but learn through other students progression as well. During the program, there wasn't an hour where I didn't learn something new by communicating with other engineers. And I think that's the great power of Hack Reactor. There are a wealth of technically strong and extremely helping engineers always around you. You still have to put in the work but it helps the motivation to be able to talk with other people around you with the same pain points as you and figuring out the solution together., ,The program isn't for everybody, it's rigorous, technically challenging, and you have to work well with people. But I am forever grateful for my entire time at the program and wouldn't change my process of the program in a single way.
5/29/2017, • Front-end Developer , • Graduate , •  Course: Hack Reactor Remote , •  Campus: Online ,Verified via Linkedin,[object Object],[object Object],I came into Hack Reactor with no real professional software engineering experience.  I came out in 1.5 months with a full-time position and a great salary. ,I attended the Remote course and it was the most challenging few months of my life.  In order to get the most out of this course you will have to set your comfort to the side.  With that said, three months is a pretty short investment for the payoff.,I am pleasantly surprised with my ability to now keep-up with individuals haiving years of professional web development experience in my new position.  Learning the ins and outs of Javascript is tough, but ultimately that is not the greatest value you receive from Hack Reactor.  The course taught me how to take on daunting technical challenges, break them down piece-by-piece, and ultimately find a solution even if it isn't perfect.  ,Expect to be humbled in a big way.  You probably won't be the most techincally apt person in the course and that's a good thing.  You will be pushed and challenged more and get more value from the course if you have to struggle to stay afloat a bit.  ,I also weighed doing the on-site program with doing the remote program.  For me, I had a set-up that worked well for the remote program.  The only thing tough about the remote program is that it can be isolating if you don't make an effort to interact with your classmates.  In that way, I think it could be even more challenging than the on-site program at times.  ,Like I said before, this course is extremely intense.  For most Hack Reactor graduates, their job after will be much less demanding than the course itself.  Understand this going in and you can set yourself up for great things in a short amount of time.  Good luck!
5/3/2017, • React Developer , • Graduate , •  Course: Hack Reactor Remote , •  Campus: Online ,Verified via LinkedIn,[object Object],[object Object],Hack Reactor is a daunting undertaking, to say the least. My experience was probably similar to many people out there - the novice programmer, the excitement of building and creating slowly budding in my chest as I explored the surface of programming, growing more enthralled with each new step I took into this marvelous new land until I finally decided to make that dreaded 66/hr a week/3 month plunge. It was exciting, but utterly terrifying, and I had no idea whether I was really going to be able to do it or not.,I've been out of Hack Reactor for 8 months (wow, that's a lot longer than I thought!) at the time of writing this review, and I can honestly say it was the best decision I have ever made. I am happily working in my preferred field, with my preferred techs, and I'm loving every minute of it. And I wouldn't have been able to do it without Hack Reactor.,Now, the school is not exactly what some might think. Those 3 months are not about cramming as many technologies into your head as they can manage, though they certainly do that. It's not about teaching the fundamentals of programming, or design, or data structures. It's about making you a good programmer.,Well, what the heck does that mean, right? Isn't a good programmer someone who knows the technologies? ,Oh, it's so much more than that. What Hack Reactor does, better than any other school I've seen, is teach you to learn on the fly. This isn't some Business degree, where you learn the tools you're going to need for the rest of your career, and the rest is up to your own ingenuity. No. Programming is constantly changing, remolding itself, producing new tools and technologies that you need to learn at lightning speed. Just the other day I was handed a project to work on using a technology I had never touched before. And I knew I could do it.,Hack Reactor gave me confidence in my ability to grow and expand in whatever role I was given. Their teaching methods are rough, to be sure. This is not a school that you can float through on minimal effort. And you're not going to be spending ,You ,If you ,Now there is a fair chance that I was simply lucky in the staff that I got. Every person is different, and it's entirely possible that some of the staff is not up to the standards that I experienced. But I can only write this review based off of what I went through, and the people I was lucky enough to be involed with. ,As for other pluses of the school, the community was incredible. You will know everyone in your cohort by week 6, and many of these friendships can stay far beyond. I've made several very close friendships from my cohort, and I know that I can turn to them anytime I need them. Many of us work with fellow grads, with companies that were impressed after hiring their first Hack Reactor student and who decided to keep hiring. The staff does a great job of building a fun culture, with regular events to help ease the stress of the workload. ,I would also say that the technologies they teach are fantastic choices for making any student an enticing job candidate. My company was ecstatic at my React knowledge, compounded with the other techs I had to back up my strength there. They know that if they have a problem anywhere in the stack, there's a good chance I could help them with it.,Above all, they gave me an experience that translated well into my new job. It wasn't like back in college, where I came out of my biology studies with no idea what my work would actually look like. Every thing they do is catered to the kind of pattern you'll be following in your everyday life in your new career, and though the job search, and starting a new job, are still daunting, it was incredibly easy to settle into my new role.,This may have come off as an overlong love poem to the school, but I honestly believe I could not have gotten where I am now without Hack Reactor. The support was incredible, and extends to this day. And I know if I need them, they'll still be there to help me. Not because their obligated to, but because they care. ,So take this for what it's worth. If you're willing to stick with it, if you're willing to throw your all into this program, it can change your life.
5/3/2017, • Software Developer , •  Course: Hack Reactor Remote , •  Campus: Online ,Verified via LinkedIn,[object Object],[object Object],I recently graduated from Hack Reactor Remote. I will say, I didn’t expect to learn so much through the process. If I had known, I would have made the jump instead of letting life situations somewhat force me into it.,Background,I was an Applied Math major at UC Berkeley, but ended up going down a more business oriented route. I got into online and mobiles games at an early stage and was able to progress pretty decently in my career through that. Still, I always had a passion for building things and if a few things had gone a bit differently would probably have ended up being an engineer down a different path.,Unfortunately that didn’t happen, but I kept wanting to make the switch. Of course I gave myself the same excuses; switching careers is a pretty big risk, I’m too old (mid 30’s), etc.,Fast forward many years, many things happen but I find myself in a position where I’m considering some bootcamps. After a lot of research, I narrowed down my choices to App Academy and Hack Reactor.,Why Hack Reactor,I got accepted to both App Academy and Hack Reactor Remote (didn’t actually finish the application to Hack Reactor onsite because of scheduling). Ultimately I chose Hack Reactor Remote for two reasons (keep in mind this is before starting the program). (1) It was remote and (2) six days a week.,I was initially concerned that I wouldn’t feel as connected with my cohort mates because it was remote, but Hack Reactor does a great job of providing an awesome space to build connections and friendships with others you’re learning with. Also for me personally I’m super open to moving away from the SF Bay Area in the future, so it’s nice to have built relationships with people in other regions.,On top of that, by being remote I saved a good 2 hours a day on commuting. Now, if you are moving to a new city to go do a bootcamp, this probably isn’t a concern for you but it was a realistic concern for me.,When I first heard that Hack Reactor was 6 days a week, I was honestly kind of turned off. As I thought more about it though, If I’m paying for this opportunity (and you are paying even with bootcamps that take a percentage later on), I best get the most out of it. The entire course is only 12 weeks long to begin with, that extra day per week does come in handy.,Also Javascript,Finally, it’s Javascript. There are many other studies out there, but when I was doing my research Javascript clearly was the language to learn. On top of that, once you get into asynchronous calls and such, it just seems natural to be using Javascript.,Material & Learning,Hack Reactor doesn’t just teach you how to code, but they teach you how to become a Software Engineer others want to hire and work with. With that, they teach how you mindsets and mentality needed to grow as a Software Engineer for now just your first job afterwards, but second, third, etc.,Hands down, you are going to learn so much.,The Bad,This isn’t for everyone. Getting in itself a pretty decent challenge. Unless you already have a good backround, be prepared to put in work just to get in. Once you’re in, it continues to get hard. I’ve been in long hour, high stress work situations but nothing really compared to the mental challenge this program was. The plus side is when you come out of it, you know you can take anything on.,It isn’t for everyone. The only promise is you will get out of this what you put in. If you are not willing to put in the work before, during, AND after the program, it may not be for you. However if you are serious about moving into or leveling up your Software Engineering game then there is no better place.
5/2/2017, • Frontend Engineer , • Graduate , •  Course: Hack Reactor Remote , •  Campus: Online ,Verified via LinkedIn,[object Object],[object Object],I graduated in September from the Hack Reactor Remote program. Since then I’ve been an HiR doing personal tech coaching and interviews, and I recently accepted a fantastic offer from a really cool company.,I really can’t recommend HR enough. What really stood out to me early and often was the amount and quality of the career education and support. I attended a reasonably good 4-year public university and never received anything near the quality or quantity of fantastic career support as I have at Hack Reactor. Even early in the course, there are lectures going over the qualities that make a successful software engineer, what to expect, how to navigate the job market, how to market yourself, etc. Then, once you’ve graduated you’ll receive amazing continued job support. When I got my offer, I took it to my fantastic career coach and she helped me with the negotiation process. Negotiating is really hard for me, but she coached me through it, helping me script questions and responses so that my nerves wouldn’t overtake me during the negotiation. We did mock negotiations with role-playing so I could get used to phrasing the sentences correctly. Ultimately I negotiated an already great offer up a bit, and I was happy to accept at that point. I cannot put into words how valuable this is, what’s the good of learning the skills if you can’t get past the application process? Hack Reactor gets people’s butts in jobs, and that’s partly due to the fantastic career coaching and outcomes team who help you put the cherry on top.,They’ll also help you A LOT with resume writing. That’s also the bane of my existence, but with their coaching and help I produced a fantastic resume that got me in to a phone screen easily with several companies. I didn’t even need to attend the last week of the program (since I got a job :D) that goes really intensely over writing cover letters, resume review, job application support and white boarding practice.,Ok, aside from the job stuff, the quality of the course is amazing. You’re working on functioning code bases, mostly to add new features or implement required ones. You’re building web apps from day 1 (Ok, maybe not until day 7 when the sprints start). You are really plunged into the deep end from day one and forced to swim. Be warned: you must be an autonomous person who is goal oriented to take this course. Yes, there is guidance and structure, but it’s ultimately up to you to get what you need done to succeed in the course. There will invariably be extra work you need to do outside of class in order to keep up since it is so fast-paced.,I found the sprints challenging, but not overly-so. I found week 4 to be particularly challenging, and really doubted my skills, but the counseling and tech mentors helped me get where I needed to be. It seems crazy that 12 weeks is enough to get people all the skills they need to succeed, but I found that it was more than sufficient to get me into a job. I was even a bit over-prepared. I barely sent out applications; I applied for one, and was asked to interview for a second that I met at a job fair who had seen my resume. I received an offer from both, and ultimately went with the first one that I had applied to. I’m still completely astounded at how easy, painless and quick the job search was, but that’s because I was impeccably prepared and supported throughout (mix some dumb luck in there too). Granted, the jobs I applied for were both to startups, who value more practical skills to get you in the door. I didn’t have to do any white boarding or algorithm problems, just really practical stuff that I found (frankly) really easy.,By and large, your classmates will be fantastic. Hack Reactor goes to great lengths to make sure it admits people who are not only intellectually capable of the rigorous pace and difficult concepts, but those who will be enjoyable to collaborate with. I had so many helpful classmates that made a huge impact on my success in the course.,I would recommend that if you take the course, you set up after-hours study groups early and often. They were instrumental in helping me understand the material.,I’m a female in tech which isn’t always easy, but the support I received from Hack Reactor makes that much easier. I’ll be the first female engineer at my new job. If you’re wondering if you’ll be a good fit for Hack Reactor specifically because you’re a woman/unconfident about your skills or your ability, don’t worry. If you can get into Hack Reactor and get past the pre-course work, you’ve got what it takes to succeed in the program and on the job. You might be judged by dumb guys from time to time, but that just helps you build up a thick skin. For the most part everyone has been great.,This course is HARD and it will kick your ass. But (at least in my case) you might go from zero coding knowledge, to teaching yourself coding, to Hack Reactor, to an amazing job in less than a year. I can confidently say it was the absolute best decision I have ever made in my life, as well as the hardest thing I have ever done. I am incredibly grateful not only to the founders for starting the school, but to all the tech mentors, counselors, coordinators and cohort mates who put in so much hard work and care to make the program amazing.,If you have any questions, feel free to leave a comment and I’ll do my best to respond.,TL;DR:
5/2/2017, • Full Stack Software Engineer , • Graduate , •  Course: Hack Reactor Remote , •  Campus: Online ,Verified via LinkedIn,[object Object],[object Object],Like you, I was extremely skeptical of attending a programming bootcamp. The thought of it just seemed way to good to be true, there had to be a catch, and there is one. The catch is hard work. The only way to achieve success at a bootcamp is the same way you achieve success anywhere else: putting in 100% effort and persevering. I was unsure of the remote experience and whether I would like the structure of the class or not, so I attended the remote prep program. The prep course was worth the money and gave me a great preview of what the Hack Reactor environment felt like and I loved it. I wasn't sure if the full program would be worth the money (spoiler alert it TOTALLY was) or that it would really be enough education to get me a job with zero experience. I read dozens of  reviews from alumni saying that Hack Reactor was the best choice they ever made. Finally, I decided to go for it, got accepted, and never looked back.,Even in a remote environment the staff finds ways to bring the class together for an unrvialed sense of comradery and collaboration. All of the staff and students I encountered during my time in the course were, without exagerration, the nicest and most intelligent group of people I have ever met. I didn't have a single negative interaction. Prior to Hack Reactor, I didn't have any professional programming experience. All of the material covered in the curriculum is accurate and relevant, containing all of the most in demand skills in the Javascript ecosystem and delivered in an effective (but really rapid) manner. After graduating Hack Reactor in December of 2016, I got a job offer in January of 2017 for a Full Stack Software Engineer role that has gone above and beyond my expecations.,I got an amazing job, thanks to the skills I picked up during my time at Hack Reactor. Some of these non-technical skills include writing a resume, how to ace job interviews, and tips on how to be effecting during the job search. I was able to get an amazing job, that I still love, at a very reputable company. Hack Reactor prepared me extremely well for the path that lay ahead after I left the program. I still tell everyone I meet how much I love Hack Reactor and what a great experience it was. The education that Hack Reactor provides is so impressive and it was doubly as apparent once I was on the job able to keep up with experienced engineers.,All of the team members and management I interact with at my current job are honestly quite amazed at the efficacy of the program and the amount I was able to learn in 3 months.,Hack Reactor is by and far an amazing overall experience, and I would go back and do it all over again if I could.
